itm_practice_horse|gyakorló ló
itm_practice_horse_pl|gyakorló ló
itm_practice_arrows|gyakorlónyíl
itm_practice_arrows_pl|gyakorlónyíl
itm_practice_bolts|gyakorlóvessző
itm_practice_bolts_pl|gyakorlóvessző
itm_practice_arrows_10_amount|gyakorlónyíl
itm_practice_arrows_10_amount_pl|gyakorlónyíl
itm_practice_arrows_100_amount|gyakorlónyíl
itm_practice_arrows_100_amount_pl|gyakorlónyíl
itm_practice_bolts_9_amount|gyakorlóvessző
itm_practice_bolts_9_amount_pl|gyakorlóvessző
itm_practice_boots|gyakorlócsizma
itm_practice_boots_pl|gyakorlócsizma
itm_red_tourney_armor|vörös tornapáncélzat
itm_red_tourney_armor_pl|vörös tornapáncélzat
itm_blue_tourney_armor|kék tornapáncélzat
itm_blue_tourney_armor_pl|kék tornapáncélzat
itm_green_tourney_armor|zöld tornapáncélzat
itm_green_tourney_armor_pl|zöld tornapáncélzat
itm_gold_tourney_armor|arany tornapáncélzat
itm_gold_tourney_armor_pl|arany tornapáncélzat
itm_red_tourney_helmet|vörös tornasisak
itm_red_tourney_helmet_pl|vörös tornasisak
itm_blue_tourney_helmet|kék tornasisak
itm_blue_tourney_helmet_pl|kék tornasisak
itm_green_tourney_helmet|zöld tornasisak
itm_green_tourney_helmet_pl|zöld tornasisak
itm_gold_tourney_helmet|arany tornasisak
itm_gold_tourney_helmet_pl|arany tornasisak
itm_arena_shield_red|vörös arénapajzs
itm_arena_shield_red_pl|vörös arénapajzs
itm_arena_shield_blue|kék arénapajzs
itm_arena_shield_blue_pl|kék arénapajzs
itm_arena_shield_green|zöld arénapajzs
itm_arena_shield_green_pl|zöld arénapajzs
itm_arena_shield_yellow|sárga arénapajzs
itm_arena_shield_yellow_pl|sárga arénapajzs
itm_arena_armor_white|fehér arénapáncél
itm_arena_armor_white_pl|fehér arénapáncél
itm_arena_armor_red|vörös arénapáncél
itm_arena_armor_red_pl|vörös arénapáncél
itm_arena_armor_blue|kék arénapáncél
itm_arena_armor_blue_pl|kék arénapáncél
itm_arena_armor_green|zöld arénapáncél
itm_arena_armor_green_pl|zöld arénapáncél
itm_arena_armor_yellow|sárga arénapáncél
itm_arena_armor_yellow_pl|sárga arénapáncél
itm_arena_tunic_white|fehér arénazubbony
itm_arena_tunic_white_pl|fehér arénazubbony
itm_arena_tunic_red|vörös arénazubbony
itm_arena_tunic_red_pl|vörös arénazubbony
itm_arena_tunic_blue|kék arénazubbony
itm_arena_tunic_blue_pl|kék arénazubbony
itm_arena_tunic_green|zöld arénazubbony
itm_arena_tunic_green_pl|zöld arénazubbony
itm_arena_tunic_yellow|sárga arénazubbony
itm_arena_tunic_yellow_pl|sárga arénazubbony
itm_arena_helmet_red|vörös arénasisak 
itm_arena_helmet_red_pl|vörös arénasisak
itm_arena_helmet_blue|kék arénasisak
itm_arena_helmet_blue_pl|kék arénasisak
itm_arena_helmet_green|zöld arénasisak
itm_arena_helmet_green_pl|zöld arénasisak
itm_arena_helmet_yellow|sárga arénasisak
itm_arena_helmet_yellow_pl|sárga arénasisak
itm_steppe_helmet_white|fehér nomád sisak
itm_steppe_helmet_white_pl|fehér nomád sisak
itm_steppe_helmet_red|vörös nomád sisak
itm_steppe_helmet_red_pl|vörös nomád sisak
itm_steppe_helmet_blue|kék nomád sisak
itm_steppe_helmet_blue_pl|kék nomád sisak
itm_steppe_helmet_green|zöld nomád sisak
itm_steppe_helmet_green_pl|zöld nomád sisak
itm_steppe_helmet_yellow|sárga nomád sisak
itm_steppe_helmet_yellow_pl|sárga nomád sisak
itm_tourney_helm_white|fehér tornasisak
itm_tourney_helm_white_pl|fehér tornasisak
itm_tourney_helm_red|vörös tornasisak
itm_tourney_helm_red_pl|vörös tornasisak
itm_tourney_helm_blue|kék tornasisak
itm_tourney_helm_blue_pl|kék tornasisak
itm_tourney_helm_green|zöld tornasisak
itm_tourney_helm_green_pl|zöld tornasisak
itm_tourney_helm_yellow|sárga tornasisak
itm_tourney_helm_yellow_pl|sárga tornasisak
itm_arena_turban_red|Aréna turbán
itm_arena_turban_red_pl|Aréna turbán
itm_arena_turban_blue|Aréna turbán
itm_arena_turban_blue_pl|Aréna turbán
itm_arena_turban_green|Aréna turbán
itm_arena_turban_green_pl|Aréna turbán
itm_arena_turban_yellow|Aréna turbán
itm_arena_turban_yellow_pl|Aréna turbán
itm_book_tactics|A hadviselésről
itm_book_tactics_pl|A hadviselésről
itm_book_persuasion|A Herenniusnak ajánlott retorika
itm_book_persuasion_pl|A Herenniusnak ajánlott retorika
itm_book_leadership|Nagy Alixenus élete
itm_book_leadership_pl|Nagy Alixenus élete
itm_book_intelligence|Logikai eszmefuttatások
itm_book_intelligence_pl|Logikai eszmefuttatások
itm_book_trade|Értekezés a dolgok értékéről
itm_book_trade_pl|Értekezés a dolgok értékéről
itm_book_weapon_mastery|A kardforgatás művészete 
itm_book_weapon_mastery_pl|A kardforgatás művészete
itm_book_engineering|A mechanikai elvek módszertana
itm_book_engineering_pl|A mechanikai elvek módszertana
itm_book_wound_treatment_reference|A gyógyítás könyve
itm_book_wound_treatment_reference_pl|A gyógyítás könyve
itm_book_training_reference|Fegyverek kézikönyve
itm_book_training_reference_pl|Fegyverek kézikönyve
itm_book_surgery_reference|A sebészet nagykönyve
itm_book_surgery_reference_pl|A sebészet nagykönyve
itm_spice|fűszer
itm_spice_pl|fűszer
itm_salt|só
itm_salt_pl|só
itm_oil|olaj
itm_oil_pl|olaj
itm_pottery|edény
itm_pottery_pl|edény 
itm_raw_flax|lenköteg
itm_raw_flax_pl|lenköteg
itm_linen|vászon
itm_linen_pl|vászon
itm_wool|gyapjú
itm_wool_pl|gyapjú
itm_wool_cloth|gyapjú posztó
itm_wool_cloth_pl|gyapjú posztó
itm_raw_silk|Nyers selyem
itm_raw_silk_pl|Nyers selyem
itm_raw_dyes|ruhafesték
itm_raw_dyes_pl|ruhafesték
itm_velvet|bársony
itm_velvet_pl|bársony
itm_iron|vas
itm_iron_pl|vas
itm_tools|szerszámok
itm_tools_pl|szerszámok
itm_raw_leather|hasított bőr
itm_raw_leather_pl|hasított bőr
itm_leatherwork|készbőr
itm_leatherwork_pl|készbőr
itm_raw_date_fruit|datolya
itm_raw_date_fruit_pl|datolya
itm_furs|prém
itm_furs_pl|prém
itm_wine|bor
itm_wine_pl|bor
itm_ale|sör
itm_ale_pl|sör
itm_smoked_fish|füstölt hal
itm_smoked_fish_pl|füstölt hal
itm_cheese|sajt
itm_cheese_pl|sajt
itm_honey|méz
itm_honey_pl|méz
itm_sausages|kolbász
itm_sausages_pl|kolbász
itm_cabbages|káposzta
itm_cabbages_pl|káposzta
itm_dried_meat|szárított hús
itm_dried_meat_pl|szárított hús
itm_apples|gyümölcs
itm_apples_pl|gyümölcs
itm_raw_grapes|szőlő
itm_raw_grapes_pl|szőlő
itm_raw_olives|olíva
itm_raw_olives_pl|olíva
itm_grain|gabona
itm_grain_pl|gabona
itm_cattle_meat|marhahús
itm_cattle_meat_pl|marhahús
itm_bread|kenyér
itm_bread_pl|kenyér
itm_chicken|csirkehús
itm_chicken_pl|csirkehús
itm_pork|sertéshús
itm_pork_pl|sertéshús
itm_butter|vaj
itm_butter_pl|vaj
itm_siege_supply|készlet
itm_siege_supply_pl|készlet
itm_quest_wine|bor
itm_quest_wine_pl|bor
itm_quest_ale|sör
itm_quest_ale_pl|sör
itm_tutorial_sword|kard
itm_tutorial_sword_pl|kard
itm_tutorial_axe|fejsze
itm_tutorial_axe_pl|fejsze
itm_tutorial_spear|lándzsa
itm_tutorial_spear_pl|lándzsa
itm_tutorial_club|bunkósbot
itm_tutorial_club_pl|bunkósbot
itm_tutorial_battle_axe|csatabárd
itm_tutorial_battle_axe_pl|csatabárd
itm_tutorial_arrows|nyíl
itm_tutorial_arrows_pl|nyíl
itm_tutorial_bolts|nyílvessző
itm_tutorial_bolts_pl|nyílvessző
itm_tutorial_short_bow|rövid íj
itm_tutorial_short_bow_pl|rövid íj
itm_tutorial_crossbow|számszeríj
itm_tutorial_crossbow_pl|számszeríj
itm_tutorial_throwing_daggers|dobótőr
itm_tutorial_throwing_daggers_pl|dobótőr
itm_tutorial_saddle_horse|hátasló
itm_tutorial_saddle_horse_pl|hátasló
itm_tutorial_shield|lovagi pajzs
itm_tutorial_shield_pl|lovagi pajzs
itm_tutorial_staff_no_attack|bot
itm_tutorial_staff_no_attack_pl|bot
itm_tutorial_staff|bot
itm_tutorial_staff_pl|bot
itm_sumpter_horse|igásló
itm_sumpter_horse_pl|igásló
itm_saddle_horse|hátasló
itm_saddle_horse_pl|hátasló
itm_steppe_horse|vadló
itm_steppe_horse_pl|vadló
itm_arabian_horse_a|sivatagi ló
itm_arabian_horse_a_pl|sivatagi ló
itm_courser|versenyló
itm_courser_pl|versenyló
itm_arabian_horse_b|sarranida ló
itm_arabian_horse_b_pl|sarranida ló
itm_hunter|vadász
itm_hunter_pl|vadász
itm_warhorse|csataló
itm_warhorse_pl|csataló
itm_charger|harci mén
itm_charger_pl|harci mén
itm_arrows|nyíl
itm_arrows_pl|nyíl
itm_khergit_arrows|khergit nyíl
itm_khergit_arrows_pl|khergit nyíl
itm_barbed_arrows|tüskés nyíl
itm_barbed_arrows_pl|tüskés nyíl
itm_bodkin_arrows|páncéltörő nyíl
itm_bodkin_arrows_pl|páncéltörő nyíl
itm_bolts|nyílvessző
itm_bolts_pl|nyílvessző
itm_steel_bolts|acélhegyű nyílvessző
itm_steel_bolts_pl|acélhegyű nyílvessző
itm_cartridges|töltény
itm_cartridges_pl|töltény
itm_pilgrim_disguise|zarándokcsuha
itm_pilgrim_disguise_pl|zarándokcsuha
itm_pilgrim_hood|zarándokcsuklya
itm_pilgrim_hood_pl|zarándokcsuklya
itm_leather_gloves|bőrkesztyű
itm_leather_gloves_pl|bőrkesztyű
itm_mail_mittens|egyujjas lánckesztyű
itm_mail_mittens_pl|egyujjas lánckesztyű
itm_scale_gauntlets|páncélkesztyű
itm_scale_gauntlets_pl|páncélkesztyű
itm_lamellar_gauntlets|lamellás kesztyű
itm_lamellar_gauntlets_pl|lamellás kesztyű
itm_gauntlets|kesztyű
itm_gauntlets_pl|kesztyű
itm_wrapping_boots|takarócsizma
itm_wrapping_boots_pl|takarócsizma
itm_woolen_hose|gyapjúharisnya
itm_woolen_hose_pl|gyapjúharisnya
itm_blue_hose|kék harisnya
itm_blue_hose_pl|kék harisnya
itm_hunter_boots|vadászcsizma
itm_hunter_boots_pl|vadászcsizma
itm_hide_boots|irhacsizma
itm_hide_boots_pl|irhacsizma
itm_ankle_boots|bokacipő
itm_ankle_boots_pl|bokacipő
itm_nomad_boots|nomád csizma
itm_nomad_boots_pl|nomád csizma
itm_leather_boots|bőrcsizma
itm_leather_boots_pl|bőrcsizma
itm_splinted_leather_greaves|szalagos bőr lábvédő
itm_splinted_leather_greaves_pl|szalagos bőr lábvédő
itm_mail_chausses|páncélharisnya
itm_mail_chausses_pl|páncélharisnya
itm_splinted_greaves|szalagos fém lábvédő
itm_splinted_greaves_pl|szalagos fém lábvédő
itm_mail_boots|páncélcsizma
itm_mail_boots_pl|páncélcsizma
itm_iron_greaves|vas lábvédő
itm_iron_greaves_pl|vas lábvédő
itm_black_greaves|fekete lábvédő
itm_black_greaves_pl|fekete lábvédő
itm_khergit_leather_boots|khergit bőrcsizma
itm_khergit_leather_boots_pl|khergit bőrcsizma
itm_sarranid_boots_a|sarranida cipő
itm_sarranid_boots_a_pl|sarranida cipő
itm_sarranid_boots_b|sarranida bőrcsizma
itm_sarranid_boots_b_pl|sarranida bőrcsizma
itm_sarranid_boots_c|lemezcsizma
itm_sarranid_boots_c_pl|lemezcsizma
itm_sarranid_boots_d|sarranida páncélcsizma
itm_sarranid_boots_d_pl|sarranida páncélcsizma
itm_sarranid_head_cloth|csador
itm_sarranid_head_cloth_pl|csador
itm_sarranid_head_cloth_b|csador
itm_sarranid_head_cloth_b_pl|csador
itm_sarranid_felt_head_cloth|nemezcsador
itm_sarranid_felt_head_cloth_pl|nemezcsador
itm_sarranid_felt_head_cloth_b|nemezcsador
itm_sarranid_felt_head_cloth_b_pl|nemezcsador
itm_lady_dress_ruby|bordó női ruha
itm_lady_dress_ruby_pl|bordó női ruha
itm_lady_dress_green|zöld női ruha
itm_lady_dress_green_pl|zöld női ruha
itm_lady_dress_blue|kék női ruha
itm_lady_dress_blue_pl|kék női ruha
itm_red_dress|vörös női ruha
itm_red_dress_pl|vörös női ruha
itm_brown_dress|barna női ruha
itm_brown_dress_pl|barna női ruha
itm_green_dress|zöld női ruha
itm_green_dress_pl|zöld női ruha
itm_khergit_lady_dress|khergit női ruha
itm_khergit_lady_dress_pl|khergit női ruha
itm_khergit_lady_dress_b|khergit női bőrruha
itm_khergit_lady_dress_b_pl|khergit női bőrruha
itm_sarranid_lady_dress|sarranida női ruha
itm_sarranid_lady_dress_pl|sarranida női ruha
itm_sarranid_lady_dress_b|sarranida női ruha
itm_sarranid_lady_dress_b_pl|sarranida női ruha
itm_sarranid_common_dress|sarranida egyszerű női ruha
itm_sarranid_common_dress_pl|sarranida egyszerű női ruha
itm_sarranid_common_dress_b|sarranida egyszerű női ruha
itm_sarranid_common_dress_b_pl|sarranida egyszerű női ruha
itm_courtly_outfit|udvari viselet
itm_courtly_outfit_pl|udvari viselet
itm_nobleman_outfit|nemesi felöltő
itm_nobleman_outfit_pl|nemesi felöltő
itm_nomad_armor|nomád páncél
itm_nomad_armor_pl|nomád páncél
itm_khergit_armor|khergit páncél
itm_khergit_armor_pl|khergit páncél
itm_leather_jacket|bőrzakó
itm_leather_jacket_pl|bőrzakó
itm_rawhide_coat|cserzett bőr kabát
itm_rawhide_coat_pl|cserzett bőr kabát
itm_leather_armor|bőrpáncél
itm_leather_armor_pl|bőrpáncél
itm_fur_coat|szőrmekabát
itm_fur_coat_pl|szőrmekabát
itm_coat|hosszúkabát
itm_coat_pl|hosszúkabát
itm_leather_coat|hosszú bőrkabát
itm_leather_coat_pl|hosszú bőrkabát
itm_mail_coat|páncéling
itm_mail_coat_pl|páncéling
itm_long_mail_coat|hosszú páncéling
itm_long_mail_coat_pl|hosszú páncéling
itm_sleeveless_mail_coat|ujjatlan páncéling
itm_sleeveless_mail_coat_pl|ujjatlan páncéling
itm_sleeveless_coat|ujjatlan kabát
itm_sleeveless_coat_pl|ujjatlan kabát
itm_hide_coat|hosszú irhakabát
itm_hide_coat_pl|hosszú irhakabát
itm_merchant_outfit|Kereskedőruha
itm_merchant_outfit_pl|kereskedőruha
itm_homespun_dress|házi szőttesruha
itm_homespun_dress_pl|házi szőttesruha
itm_thick_coat|vastag kabát
itm_thick_coat_pl|vastag kabát
itm_coat_with_cape|pelerin
itm_coat_with_cape_pl|pelerin
itm_steppe_outfit|pusztai felöltő
itm_steppe_outfit_pl|pusztai felöltő
itm_nordic_outfit|északi felöltő
itm_nordic_outfit_pl|északi felöltő
itm_nordic_armor|északi páncél
itm_nordic_armor_pl|északi páncél
itm_hide_armor|irhapáncél
itm_hide_armor_pl|irhapáncél
itm_cloaked_tunic|köpenyes zubbony
itm_cloaked_tunic_pl|köpenyes zubbony
itm_sleeveless_tunic|ujjatlan zubbony 
itm_sleeveless_tunic_pl|ujjatlan zubbony
itm_sleeveless_leather_tunic|ujjatlan bőrzubbony
itm_sleeveless_leather_tunic_pl|ujjatlan bőrzubbony
itm_linen_shirt|vászoning
itm_linen_shirt_pl|vászoning
itm_wool_coat|gyapjúkabát
itm_wool_coat_pl|gyapjúkabát
itm_dress|női ruha
itm_dress_pl|női ruha
itm_blue_dress|kék női ruha
itm_blue_dress_pl|kék női ruha
itm_peasant_dress|női parasztruha
itm_peasant_dress_pl|női parasztruha
itm_woolen_dress|gyapjú női ruha
itm_woolen_dress_pl|gyapjú női ruha
itm_shirt|ing
itm_shirt_pl|ing
itm_linen_tunic|vászonzubbony
itm_linen_tunic_pl|vászonzubbony
itm_short_tunic|vörös zubbony
itm_short_tunic_pl|vörös zubbony
itm_red_shirt|vörös ing
itm_red_shirt_pl|vörös ing
itm_red_tunic|vörös zubbony
itm_red_tunic_pl|vörös zubbony
itm_green_tunic|zöld zubbony
itm_green_tunic_pl|zöld zubbony
itm_blue_tunic|kék zubbony
itm_blue_tunic_pl|kék zubbony
itm_robe|talár
itm_robe_pl|talár
itm_coarse_tunic|mellényes zubbony
itm_coarse_tunic_pl|mellényes zubbony
itm_leather_apron|bőrkötény
itm_leather_apron_pl|bőrkötény
itm_tabard|lovagi köntös
itm_tabard_pl|lovagi köntös
itm_leather_vest|bőrmellény
itm_leather_vest_pl|bőrmellény
itm_steppe_armor|pusztai páncél
itm_steppe_armor_pl|pusztai páncél
itm_gambeson|gambeson
itm_gambeson_pl|gambeson
itm_blue_gambeson|kék gambeson
itm_blue_gambeson_pl|kék gambeson
itm_red_gambeson|vörös gambeson
itm_red_gambeson_pl|vörös gambeson
itm_padded_cloth|aketon
itm_padded_cloth_pl|aketon
itm_aketon_green|bélelt vászon
itm_aketon_green_pl|bélelt vászon
itm_leather_jerkin|bőrzeke
itm_leather_jerkin_pl|bőrzeke
itm_nomad_vest|nomád mellény
itm_nomad_vest_pl|nomád mellény
itm_ragged_outfit|rongyruha
itm_ragged_outfit_pl|rongyruha
itm_padded_leather|bélelt bőrruha
itm_padded_leather_pl|bélelt bőrruha
itm_tribal_warrior_outfit|törzsi harcos viselet
itm_tribal_warrior_outfit_pl|törzsi harcos viselet
itm_nomad_robe|nomád köntös
itm_nomad_robe_pl|nomád köntös
itm_studded_leather_coat|szegecses bőrkabát
itm_studded_leather_coat_pl|szegecses bőrkabát
itm_byrnie|lánczubbony
itm_byrnie_pl|lánczubbony
itm_haubergeon|hauberk
itm_haubergeon_pl|hauberk
itm_lamellar_vest|lamellás mellény
itm_lamellar_vest_pl|lamellás mellény
itm_lamellar_vest_khergit|lamellás mellény
itm_lamellar_vest_khergit_pl|lamellás mellény
itm_mail_shirt|ingvért
itm_mail_shirt_pl|ingvért
itm_mail_hauberk|hauberk vért
itm_mail_hauberk_pl|hauberk vért
itm_mail_with_surcoat|köpenyes vért
itm_mail_with_surcoat_pl|köpenyes vért
itm_surcoat_over_mail|vérttakaró
itm_surcoat_over_mail_pl|vérttakaró
itm_brigandine_red|brigantin
itm_brigandine_red_pl|brigantin
itm_lamellar_armor|lamellás vért
itm_lamellar_armor_pl|lamellás vért
itm_scale_armor|pikkelyvért
itm_scale_armor_pl|pikkelyvért
itm_banded_armor|pántos vért
itm_banded_armor_pl|pántos vért
itm_cuir_bouilli|keményített bőrpáncél
itm_cuir_bouilli_pl|keményített bőrpáncél
itm_coat_of_plates|páncélruha
itm_coat_of_plates_pl|páncélruha
itm_coat_of_plates_red|páncélruha
itm_coat_of_plates_red_pl|páncélruha
itm_plate_armor|lemezpáncél
itm_plate_armor_pl|lemezpáncél
itm_black_armor|fekete páncél
itm_black_armor_pl|fekete páncél
itm_pelt_coat|irhakabát
itm_pelt_coat_pl|irhakabát
itm_khergit_elite_armor|khergit elitpáncél
itm_khergit_elite_armor_pl|khergit elitpáncél
itm_vaegir_elite_armor|vaegir elitpáncél
itm_vaegir_elite_armor_pl|vaegir elitpáncél
itm_sarranid_elite_armor|sarranida elitpáncél
itm_sarranid_elite_armor_pl|sarranida elitpáncél
itm_sarranid_dress_a|női ruha
itm_sarranid_dress_a_pl|női ruha
itm_sarranid_dress_b|női ruha
itm_sarranid_dress_b_pl|női ruha
itm_sarranid_cloth_robe|kopott talár
itm_sarranid_cloth_robe_pl|kopott talár
itm_sarranid_cloth_robe_b|kopott talár
itm_sarranid_cloth_robe_b_pl|kopott talár
itm_skirmisher_armor|előcsatározó vért
itm_skirmisher_armor_pl|előcsatározó vért
itm_archers_vest|bélelt íjászmellény
itm_archers_vest_pl|bélelt íjászmellény
itm_sarranid_leather_armor|sarranida bőrvért
itm_sarranid_leather_armor_pl|sarranida bőrvért
itm_sarranid_cavalry_robe|lovassági talár
itm_sarranid_cavalry_robe_pl|lovassági talár
itm_arabian_armor_b|sarranida védőpáncél
itm_arabian_armor_b_pl|sarranida védőpáncél
itm_sarranid_mail_shirt|sarranida ingvért 
itm_sarranid_mail_shirt_pl|sarranida ingvért 
itm_mamluke_mail|mameluk vért
itm_mamluke_mail_pl|mameluk vért
itm_burlap_tunic|zsákvászon zubbony
itm_burlap_tunic_pl|zsákvászon zubbony
itm_heraldic_mail_with_surcoat|címeres vért köpennyel
itm_heraldic_mail_with_surcoat_pl|címeres vért köpennyel
itm_heraldic_mail_with_tunic|címeres vért
itm_heraldic_mail_with_tunic_pl|címeres vért
itm_heraldic_mail_with_tunic_b|címeres vért
itm_heraldic_mail_with_tunic_b_pl|címeres vért
itm_heraldic_mail_with_tabard|címeres vért lovagi köntössel
itm_heraldic_mail_with_tabard_pl|címeres vért lovagi köntössel
itm_turret_hat_ruby|tornyos kalap
itm_turret_hat_ruby_pl|tornyos kalap
itm_turret_hat_blue|tornyos kalap
itm_turret_hat_blue_pl|tornyos kalap
itm_turret_hat_green|barbett
itm_turret_hat_green_pl|barbett
itm_head_wrappings|fejfedő
itm_head_wrappings_pl|fejfedő
itm_court_hat|tornyos kalap
itm_court_hat_pl|tornyos kalap
itm_wimple_a|fejfátyol
itm_wimple_a_pl|fejfátyol
itm_wimple_with_veil|fej- és mellfátyol
itm_wimple_with_veil_pl|fej- és mellfátyol
itm_straw_hat|szalmakalap
itm_straw_hat_pl|szalmakalap
itm_common_hood|csuklya
itm_common_hood_pl|csuklya
itm_hood_b|csuklya
itm_hood_b_pl|csuklya
itm_hood_c|csuklya
itm_hood_c_pl|csuklya
itm_hood_d|csuklya
itm_hood_d_pl|csuklya
itm_headcloth|fejkendő
itm_headcloth_pl|fejkendő
itm_woolen_hood|gyapjas csuklya
itm_woolen_hood_pl|gyapjas csuklya
itm_arming_cap|sisakbélés
itm_arming_cap_pl|sisakbélés
itm_fur_hat|szőrmekalap
itm_fur_hat_pl|szőrmekalap
itm_nomad_cap|nomád süveg
itm_nomad_cap_pl|nomád süveg
itm_nomad_cap_b|nomád süveg
itm_nomad_cap_b_pl|nomád süveg
itm_steppe_cap|pusztai süveg
itm_steppe_cap_pl|pusztai süveg
itm_padded_coif|bélelt főkötő
itm_padded_coif_pl|bélelt főkötő
itm_woolen_cap|gyapjas süveg
itm_woolen_cap_pl|gyapjas süveg
itm_felt_hat|nemezkalap
itm_felt_hat_pl|nemezkalap
itm_felt_hat_b|nemezkalap
itm_felt_hat_b_pl|nemezkalap
itm_leather_cap|bőrsüveg
itm_leather_cap_pl|bőrsüveg
itm_female_hood|hölgy fejkötő
itm_female_hood_pl|hölgy fejkötő
itm_leather_steppe_cap_a|pusztai bőrsüveg
itm_leather_steppe_cap_a_pl|pusztai bőrsüveg
itm_leather_steppe_cap_b|pusztai bőrsüveg
itm_leather_steppe_cap_b_pl|pusztai bőrsüveg
itm_leather_steppe_cap_c|pusztai bőrsüveg
itm_leather_steppe_cap_c_pl|pusztai bőrsüveg
itm_leather_warrior_cap|harci bőrsüveg
itm_leather_warrior_cap_pl|harci bőrsüveg
itm_skullcap|birétum
itm_skullcap_pl|birétum
itm_mail_coif|fejvért
itm_mail_coif_pl|fejvért
itm_footman_helmet|gyalogossisak
itm_footman_helmet_pl|gyalogossisak
itm_nasal_helmet|orrvédős sisak
itm_nasal_helmet_pl|orrvédős sisak
itm_norman_helmet|sisak béléssel
itm_norman_helmet_pl|sisak béléssel
itm_segmented_helmet|lemezes sisak
itm_segmented_helmet_pl|lemezes sisak
itm_helmet_with_neckguard|nyakvédős sisak
itm_helmet_with_neckguard_pl|nyakvédős sisak
itm_flat_topped_helmet|lapos tetejű sisak
itm_flat_topped_helmet_pl|lapos tetejű sisak
itm_kettle_hat|vaskalap
itm_kettle_hat_pl|vaskalap
itm_spiked_helmet|tüskés sisak
itm_spiked_helmet_pl|tüskés sisak
itm_nordic_helmet|északi sisak
itm_nordic_helmet_pl|északi sisak
itm_khergit_lady_hat|khergit női kalap
itm_khergit_lady_hat_pl|khergit női kalap
itm_khergit_lady_hat_b|khergit női bőrkalap
itm_khergit_lady_hat_b_pl|khergit női bőrkalap
itm_sarranid_felt_hat|sarranida nemezkalap
itm_sarranid_felt_hat_pl|sarranida nemezkalap
itm_turban|turbán
itm_turban_pl|turbán
itm_desert_turban|sivatagi turbán
itm_desert_turban_pl|sivatagi turbán
itm_sarranid_warrior_cap|sarranida harcos süveg
itm_sarranid_warrior_cap_pl|sarranida harcos süveg
itm_sarranid_horseman_helmet|lovas sisak
itm_sarranid_horseman_helmet_pl|lovas sisak
itm_sarranid_helmet1|sarranida keffije sisak
itm_sarranid_helmet1_pl|sarranida keffije sisak
itm_sarranid_mail_coif|sarranida fejvért
itm_sarranid_mail_coif_pl|sarranida fejvért
itm_sarranid_veiled_helmet|sarranida fátylas sisak
itm_sarranid_veiled_helmet_pl|sarranida fátylas sisak
itm_nordic_archer_helmet|nord bőrsisak
itm_nordic_archer_helmet_pl|nord bőrsisak
